Date,Cases,Deaths,Recovered,Travel_history,Province,City
4/16/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/16/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/16/2020,8,0,6,Unknown,Gilgit-Baltistan,Gilgit
4/16/2020,0,7,112,Unknown,Punjab,Lahore
4/16/2020,24,0,0,Local - Social Contact,Punjab,Lahore
4/16/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad
4/16/2020,1,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
4/16/2020,21,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/16/2020,86,0,0,Unknown,Punjab,Sargodha
4/16/2020,3,0,0,Local - Social Contact,Punjab,Sialkot
4/16/2020,3,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/16/2020,48,0,0,Unknown,Punjab,Bahawalpur
4/16/2020,4,0,0,Local - Social Contact,Punjab,Sheikhupura
4/16/2020,1,0,0,Local - Social Contact,Punjab,Bhakhar
4/16/2020,10,0,0,Tableeghi Jamaat,Punjab,Multan
4/16/2020,21,0,0,Local - Social Contact,Punjab,Khushab
4/16/2020,70,4,16,Local - Social Contact,Sindh,Karachi
4/16/2020,1,0,0,Local - Social Contact,Sindh,Hyderabad
4/16/2020,10,0,0,Local - Social Contact,Sindh,Dadu
4/16/2020,3,0,0,Local - Social Contact,Sindh,Shikarpur
4/16/2020,73,0,0,Unknown,Sindh,Khairpur
4/16/2020,52,0,0,Unknown,Sindh,Sukkur
4/16/2020,96,0,0,Unknown,Sindh,Ghotki
4/16/2020,4,0,0,Local - Social Contact,Sindh,Tando Alahyar
4/16/2020,1,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/16/2020,12,0,0,Local - Social Contact,Sindh,Sanghar
4/16/2020,5,0,0,Local - Social Contact,Sindh,Sujawal
4/16/2020,3,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/16/2020,2,0,0,Local - Social Contact,Sindh,Badin
4/16/2020,2,0,0,Local - Social Contact,Sindh,Jamshoro
4/16/2020,53,0,0,Unknown,Sindh,Shaheed Benazirabad
4/17/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/17/2020,123,2,3,Unknown,Sindh,Karachi
4/17/2020,0,0,2,Local - Social Contact,Sindh,Larkana
4/17/2020,1,0,0,Local - Social Contact,Sindh,Badin
4/17/2020,1,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/17/2020,2,0,0,Local - Social Contact,Sindh,Sujawal
4/17/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/17/2020,6,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/17/2020,28,0,0,Unknown,Sindh,Ghotki
4/17/2020,73,0,0,Unknown,Sindh,Khairpur
4/17/2020,1,0,0,Local - Social Contact,Sindh,Umerkot
4/17/2020,2,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/17/2020,5,0,9,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/17/2020,6,0,0,Unknown,Baluchistan,Quetta
4/17/2020,41,0,0,Local - Social Contact,Baluchistan,Quetta
4/17/2020,24,2,0,Local - Social Contact,Punjab,Lahore
4/17/2020,20,0,0,Local - Social Contact,Punjab,Rawalpindi
4/17/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala
4/17/2020,9,0,0,Local - Social Contact,Punjab,Multan
4/17/2020,4,0,0,Local - Social Contact,Punjab,Gujrat
4/17/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad
4/17/2020,20,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/17/2020,3,0,0,Local - Social Contact,Punjab,Sialkot
4/17/2020,4,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/17/2020,95,0,0,Tableeghi Jamaat,Punjab,Multan
4/17/2020,9,0,0,Local - Social Contact,Punjab,Muzaffargar
4/17/2020,2,0,0,Local - Social Contact,Punjab,Nankana
4/17/2020,1,0,0,Local - Social Contact,Punjab,Kasur
4/17/2020,4,0,0,Local - Social Contact,Punjab,Laiya
4/18/2020,9,1,2,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/18/2020,138,1,11,Unknown,Sindh,Karachi
4/18/2020,0,0,273,Iran/Taftan,Sindh,Sukkur
4/18/2020,84,5,0,Unknown,Khyber Pakhtunkhwa,Peshawar
4/18/2020,7,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/18/2020,8,0,0,Local - Social Contact,Baluchistan,Quetta
4/18/2020,2,0,25,India,Punjab,Lahore
4/18/2020,5,4,0,Local - Social Contact,Punjab,Lahore
4/18/2020,2,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
4/18/2020,7,0,0,Local - Social Contact,Punjab,Gujrat
4/18/2020,1,0,0,Local - Social Contact,Punjab,Rawalpindi
4/18/2020,1,0,0,Local - Social Contact,Punjab,Chakwal
4/18/2020,1,0,0,Local - Social Contact,Punjab,Attock
4/19/2020,8,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/19/2020,0,0,29,Tableeghi Jamaat,Punjab,Lahore
4/19/2020,182,8,0,Unknown,Sindh,Karachi
4/19/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/19/2020,6,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/19/2020,60,10,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/19/2020,56,0,0,Local - Social Contact,Baluchistan,Quetta
4/19/2020,3,0,0,Jail,Punjab,Lahore
4/19/2020,36,0,0,Local - Social Contact,Punjab,Lahore
4/19/2020,3,0,0,Local - Social Contact,Punjab,Multan
4/19/2020,0,0,4,Local - Social Contact,Punjab,Gujrat
4/19/2020,15,0,0,Local - Social Contact,Punjab,Gujranwala
4/19/2020,32,0,0,Local - Social Contact,Punjab,Rawalpindi
4/19/2020,1,0,0,Local - Social Contact,Punjab,Narowal
4/19/2020,2,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/19/2020,29,0,0,Local - Social Contact,Punjab,Sargodha
4/19/2020,13,0,0,Local - Social Contact,Punjab,Attock
4/19/2020,1,0,0,Local - Social Contact,Punjab,Sahewal
4/19/2020,23,0,0,Local - Social Contact,Punjab,Sialkot
4/19/2020,0,0,1,Local - Social Contact,Punjab,Hafizabad
4/19/2020,7,0,0,Local - Social Contact,Punjab,Nankana
4/19/2020,0,0,4,Local - Social Contact,Punjab,Bahawalpur
4/19/2020,76,0,0,Local - Social Contact,Punjab,Lodhran
4/19/2020,5,0,0,Local - Social Contact,Punjab,Khanewal
4/19/2020,5,0,0,Local - Social Contact,Punjab,Toba Tek Singh
4/19/2020,3,0,0,Local - Social Contact,Punjab,Sheikhupura
4/19/2020,1,0,0,Local - Social Contact,Punjab,Bhakhar
,,,,,,
,,,,,,
Total,8415,168,2135,,,
